,Field labels,Acetylcholine,Cannabidiol,Dopamine,GABA,Glutamate,Norepinephrine,Serotonin,THC,Tryptamine
,Field colors,#FF0000,#00FF00,#0000FF,#FFFF00,#000000,#000000,#000000,#000000,#800080
,Field shapes,rectangle,circle,triangle right,star,rectangle,circle,triangle right,star,triangle left
Tree node ID,Tree node label,↓ ↓ INSERT YOUR DATA BELOW ↓ ↓,,,,,,,,
Sparganium stoloniferum',Sparganium stoloniferum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Typha latifolia',Typha latifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Typha orientalis',Typha orientalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Canistrum seidelianum',Canistrum seidelianum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Neoregelia carolinae',Neoregelia carolinae',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aechmea nudicaulis',Aechmea nudicaulis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hechtia texensis',Hechtia texensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tillandsia usneoides',Tillandsia usneoides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ananas comosus',Ananas comosus',-1,-1,-1,-1,-1,-1,1,-1,-1
Fimbristylis dichotoma',Fimbristylis dichotoma',-1,-1,-1,-1,-1,-1,-1,-1,-1
Schoenoplectus pungens',Schoenoplectus pungens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Schoenoplectus tabernaemontani',Schoenoplectus tabernaemontani',-1,-1,-1,-1,-1,-1,-1,-1,-1
Carex tenera',Carex tenera',-1,-1,-1,-1,-1,-1,-1,-1,-1
Carex scirpoidea',Carex scirpoidea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Carex baccans',Carex baccans',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cyperus esculentus',Cyperus esculentus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cyperus diffusus',Cyperus diffusus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cyperus rotundus',Cyperus rotundus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cyperus papyrus',Cyperus papyrus',-1,-1,-1,-1,1,-1,-1,-1,-1
Hildaea pallens',Hildaea pallens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Digitaria exilis',Digitaria exilis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ischaemum indicum',Ischaemum indicum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ottochloa nodosa',Ottochloa nodosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Phalaris canariensis',Phalaris canariensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Paspalum scrobiculatum',Paspalum scrobiculatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Chrysopogon zizanioides',Chrysopogon zizanioides',-1,-1,-1,-1,-1,-1,1,-1,-1
Festuca paniculata',Festuca paniculata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Microstegium vimineum',Microstegium vimineum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Apluda mutica',Apluda mutica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Schizachyrium scoparium',Schizachyrium scoparium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cymbopogon citratus',Cymbopogon citratus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Leersia hexandra',Leersia hexandra',-1,-1,-1,-1,-1,-1,-1,-1,-1
Megathyrsus maximus',Megathyrsus maximus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Bambusa vulgaris',Bambusa vulgaris',-1,-1,-1,-1,-1,-1,-1,-1,-1
Calamagrostis canadensis',Calamagrostis canadensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tripidium arundinaceum',Tripidium arundinaceum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sporobolus anglicus',Sporobolus anglicus',-1,-1,-1,-1,-1,-1,-1,-1,-1
x Triticosecale',x Triticosecale',-1,-1,-1,-1,-1,-1,-1,-1,-1
Bouteloua gracilis',Bouteloua gracilis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Panicum virgatum',Panicum virgatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Phragmites australis',Phragmites australis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lophatherum gracile',Lophatherum gracile',-1,-1,-1,-1,-1,-1,-1,-1,-1
Phleum pratense',Phleum pratense',-1,-1,-1,-1,-1,-1,-1,-1,-1
Zizania palustris',Zizania palustris',-1,-1,-1,-1,-1,-1,-1,-1,-1
Phyllostachys nigra',Phyllostachys nigra',-1,-1,-1,-1,-1,-1,-1,-1,-1
Zea mays',Zea mays',-1,-1,-1,-1,-1,-1,1,-1,-1
Sorghum bicolor',Sorghum bicolor',-1,-1,-1,-1,-1,-1,-1,-1,-1
Secale cereale',Secale cereale',-1,-1,-1,-1,-1,-1,-1,-1,-1
Saccharum officinarum',Saccharum officinarum',-1,-1,-1,-1,1,-1,-1,-1,-1
Cenchrus americanus',Cenchrus americanus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pennisetum,Pennisetum,-1,-1,-1,-1,-1,-1,-1,-1,-1
Lolium multiflorum',Lolium multiflorum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hordeum vulgare',Hordeum vulgare',-1,-1,-1,-1,-1,-1,-1,-1,-1
Coix lacryma-jobi var. ma-yuen',Coix lacryma-jobi var. ma-yuen',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hemarthria compressa',Hemarthria compressa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hemarthria sibirica',Hemarthria sibirica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gigantochloa albociliata',Gigantochloa albociliata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gigantochloa parvifolia',Gigantochloa parvifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Oryza sp.',Oryza sp.',-1,-1,-1,-1,-1,-1,-1,-1,-1
Oryza sativa',Oryza sativa',-1,-1,-1,-1,1,-1,1,-1,-1
Oryza longistaminata',Oryza longistaminata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Avena barbata',Avena barbata',1,-1,-1,-1,1,-1,-1,-1,-1
Avena sativa',Avena sativa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Avena nuda',Avena nuda',-1,-1,-1,-1,-1,-1,-1,-1,-1
Triticum dicoccoides',Triticum dicoccoides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Triticum spelta',Triticum spelta',-1,-1,-1,-1,-1,-1,-1,-1,-1
Triticum urartu',Triticum urartu',-1,-1,-1,-1,-1,-1,-1,-1,-1
Triticum sp.',Triticum sp.',-1,-1,-1,-1,-1,-1,-1,-1,-1
Triticum monococcum',Triticum monococcum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Triticum aestivum',Triticum aestivum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Triticum turgidum subsp. durum',Triticum turgidum subsp. durum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Triticum turgidum subsp. dicoccum',Triticum turgidum subsp. dicoccum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Souroubea guianensis',Souroubea guianensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Symplocos quitensis',Symplocos quitensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Styrax pentlandianus',Styrax pentlandianus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Phlox paniculata',Phlox paniculata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Phlox adsurgens',Phlox adsurgens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ternstroemia,Ternstroemia,-1,-1,-1,-1,-1,-1,-1,-1,-1
Freziera dudleyi',Freziera dudleyi',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gordonia fruticosa',Gordonia fruticosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Camellia sinensis',Camellia sinensis',-1,-1,-1,-1,1,-1,-1,-1,-1
Camellia japonica',Camellia japonica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Diospyros pilosanthera',Diospyros pilosanthera',-1,-1,-1,-1,-1,-1,-1,-1,-1
Diospyros crassiflora',Diospyros crassiflora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Diospyros discolor',Diospyros discolor',-1,-1,-1,-1,-1,-1,-1,-1,-1
Diospyros kaki',Diospyros kaki',-1,-1,-1,-1,-1,-1,-1,-1,-1
Diospyros virginiana',Diospyros virginiana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Clethra cuneata',Clethra cuneata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Clethra cardenasii',Clethra cardenasii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Clethra ferruginea',Clethra ferruginea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Clethra peruviana',Clethra peruviana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Clethra revoluta',Clethra revoluta',-1,-1,-1,-1,-1,-1,-1,-1,-1
Petersianthus macrocarpus',Petersianthus macrocarpus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eschweilera coriacea',Eschweilera coriacea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cariniana ianeirensis',Cariniana ianeirensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Careya arborea',Careya arborea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Bertholletia excelsa',Bertholletia excelsa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Saurauia spectabilis',Saurauia spectabilis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Actinidia rubricaulis',Actinidia rubricaulis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Actinidia polygama',Actinidia polygama',-1,-1,-1,-1,-1,-1,-1,-1,-1
Actinidia deliciosa',Actinidia deliciosa',-1,-1,-1,-1,-1,-1,1,-1,-1
Actinidia chinensis',Actinidia chinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Embelia basaal',Embelia basaal',-1,-1,-1,-1,-1,-1,-1,-1,-1
Stylogyne turbacensis',Stylogyne turbacensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Geissanthus,Geissanthus,-1,-1,-1,-1,-1,-1,-1,-1,-1
Myrsine coriacea',Myrsine coriacea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ardisia crenata',Ardisia crenata',-1,-1,-1,-1,-1,-1,1,-1,-1
Lysimachia christinae',Lysimachia christinae',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lysimachia foenum-graecum',Lysimachia foenum-graecum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Primula veris',Primula veris',-1,-1,-1,-1,-1,-1,-1,-1,-1
Primula auricula',Primula auricula',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gambeya subnuda',Gambeya subnuda',-1,-1,-1,-1,-1,-1,-1,-1,-1
Payena leerii',Payena leerii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sarcaulus brasiliensis',Sarcaulus brasiliensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Autranella congolensis',Autranella congolensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Chrysophyllum gonocarpum',Chrysophyllum gonocarpum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Synsepalum dulcificum',Synsepalum dulcificum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Manilkara zapota',Manilkara zapota',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sideroxylon lanuginosum',Sideroxylon lanuginosum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sideroxylon obtusifolium',Sideroxylon obtusifolium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pouteria baehniana',Pouteria baehniana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pouteria durlandii',Pouteria durlandii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pouteria cuspidata',Pouteria cuspidata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pouteria caimito',Pouteria caimito',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pouteria reticulata',Pouteria reticulata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pouteria bilocularis',Pouteria bilocularis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pouteria torta',Pouteria torta',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pouteria hispida',Pouteria hispida',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pyrola japonica',Pyrola japonica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Enkianthus quinqueflorus',Enkianthus quinqueflorus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cavendishia bracteata',Cavendishia bracteata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Bejaria aestuans',Bejaria aestuans',-1,-1,-1,-1,-1,-1,-1,-1,-1
Arctostaphylos uva-ursi',Arctostaphylos uva-ursi',-1,-1,-1,-1,-1,-1,-1,-1,-1
Arbutus unedo',Arbutus unedo',-1,-1,-1,-1,-1,-1,-1,-1,-1
Kalmia latifolia',Kalmia latifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Calluna vulgaris',Calluna vulgaris',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gaultheria cuneata',Gaultheria cuneata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gaultheria procumbens',Gaultheria procumbens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gaultheria shallon',Gaultheria shallon',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhododendron menziesii',Rhododendron menziesii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhododendron macrophyllum',Rhododendron macrophyllum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhododendron arborescens',Rhododendron arborescens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhododendron tomentosum',Rhododendron tomentosum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Vaccinium urceolatum',Vaccinium urceolatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Vaccinium angustifolium',Vaccinium angustifolium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Vaccinium parvifolium',Vaccinium parvifolium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Vaccinium fragile',Vaccinium fragile',-1,-1,-1,-1,-1,-1,-1,-1,-1
Vaccinium corymbosum',Vaccinium corymbosum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Vaccinium macrocarpon',Vaccinium macrocarpon',-1,-1,-1,-1,-1,-1,-1,-1,-1
Nepenthes ventricosa x Nepenthes alata',Nepenthes ventricosa x Nepenthes alata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Glinus oppositifolius',Glinus oppositifolius',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tamarix chinensis',Tamarix chinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Achatocarpus praecox',Achatocarpus praecox',-1,-1,-1,-1,-1,-1,-1,-1,-1
Plumbago indica',Plumbago indica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Portulaca oleracea',Portulaca oleracea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Simmondsia chinensis',Simmondsia chinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Alluaudia procera',Alluaudia procera',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rivina humilis',Rivina humilis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Mesembryanthemum cordifolium',Mesembryanthemum cordifolium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ruschia maxima',Ruschia maxima',-1,-1,-1,-1,-1,-1,-1,-1,-1
Drosera spatulata',Drosera spatulata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Drosera burmannii',Drosera burmannii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Drosera binata',Drosera binata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pisonia zapallo',Pisonia zapallo',-1,-1,-1,-1,-1,-1,-1,-1,-1
Guapira opposita',Guapira opposita',-1,-1,-1,-1,-1,-1,-1,-1,-1
Boerhavia diffusa',Boerhavia diffusa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Neea hermaphrodita',Neea hermaphrodita',-1,-1,-1,-1,-1,-1,-1,-1,-1
Bougainvillea modesta',Bougainvillea modesta',-1,-1,-1,-1,-1,-1,-1,-1,-1
Trichostigma peruvianum',Trichostigma peruvianum',-1,-1,-1,-1,1,-1,-1,-1,-1
Seguieria aculeata',Seguieria aculeata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gallesia integrifolia',Gallesia integrifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Phytolacca americana',Phytolacca americana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Phytolacca acinosa',Phytolacca acinosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eremogone saxatilis',Eremogone saxatilis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cerastium alpinum',Cerastium alpinum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Agrostemma githago',Agrostemma githago',-1,-1,-1,-1,-1,-1,-1,-1,-1
Saponaria officinalis',Saponaria officinalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dianthus chinensis',Dianthus chinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dianthus sylvestris',Dianthus sylvestris',-1,-1,-1,-1,-1,-1,-1,-1,-1
Silene dioica',Silene dioica',-1,-1,1,-1,-1,-1,-1,-1,-1
Silene firma',Silene firma',-1,-1,-1,-1,-1,-1,-1,-1,-1
Achyranthes bidentata',Achyranthes bidentata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cyathula prostrata',Cyathula prostrata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Alternanthera flavescens',Alternanthera flavescens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Celosia argentea',Celosia argentea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Amaranthus acanthochiton',Amaranthus acanthochiton',-1,-1,-1,-1,-1,-1,-1,-1,-1
Amaranthus blitum',Amaranthus blitum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Amaranthus tuberculatus',Amaranthus tuberculatus',-1,-1,-1,-1,1,-1,1,-1,-1
Amaranthus cruentus',Amaranthus cruentus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Amaranthus viridis',Amaranthus viridis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Amaranthus hypochondriacus',Amaranthus hypochondriacus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cleistocactus winteri',Cleistocactus winteri',-1,-1,-1,-1,-1,-1,-1,-1,-1
Epiphyllum oxypetalum',Epiphyllum oxypetalum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cereus peruvianus',Cereus peruvianus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Notocactus,Notocactus,-1,-1,-1,-1,-1,-1,-1,-1,-1
Praecereus saxicola',Praecereus saxicola',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pereskia grandifolia',Pereskia grandifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hylocereus,Hylocereus,-1,-1,-1,-1,-1,-1,-1,-1,-1
Selenicereus undatus',Selenicereus undatus',-1,-1,1,-1,-1,-1,1,-1,-1
Opuntia engelmannii var. lindheimeri',Opuntia engelmannii var. lindheimeri',-1,-1,-1,-1,-1,-1,-1,-1,-1
Opuntia streptacantha',Opuntia streptacantha',-1,-1,-1,-1,-1,-1,-1,-1,-1
Opuntia ficus-indica',Opuntia ficus-indica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Corispermum americanum',Corispermum americanum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Krascheninnikovia lanata',Krascheninnikovia lanata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Suaeda calceoliformis',Suaeda calceoliformis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Salsola tragus',Salsola tragus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Blitum nuttallianum',Blitum nuttallianum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Bassia scoparia',Bassia scoparia',-1,-1,1,-1,-1,-1,-1,-1,-1
Cycloloma atriplicifolium',Cycloloma atriplicifolium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Atriplex canescens',Atriplex canescens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Spinacia oleracea',Spinacia oleracea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Chenopodium quinoa',Chenopodium quinoa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Beta vulgaris subsp. vulgaris',Beta vulgaris subsp. vulgaris',-1,-1,1,-1,-1,-1,-1,-1,-1
Reynoutria japonica',Reynoutria japonica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Triplaris,Triplaris,-1,-1,-1,-1,-1,-1,-1,-1,-1
Fallopia multiflora',Fallopia multiflora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Coccoloba mollis',Coccoloba mollis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ruprechtia apetala',Ruprechtia apetala',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ruprechtia laxiflora',Ruprechtia laxiflora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Bistorta officinalis',Bistorta officinalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Bistorta manshuriensis',Bistorta manshuriensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Fagopyrum esculentum',Fagopyrum esculentum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Fagopyrum tataricum',Fagopyrum tataricum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Polygonum plebeium',Polygonum plebeium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Polygonum aviculare',Polygonum aviculare',-1,-1,-1,-1,-1,-1,-1,-1,-1
Polygonum cuspidatum',Polygonum cuspidatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rumex scutatus',Rumex scutatus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rumex nepalensis',Rumex nepalensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rumex japonicus',Rumex japonicus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rumex crispus',Rumex crispus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Persicaria tenella',Persicaria tenella',-1,-1,-1,-1,-1,-1,-1,-1,-1
Persicaria orientalis',Persicaria orientalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Persicaria perfoliata',Persicaria perfoliata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Persicaria chinensis',Persicaria chinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rheum undulatum',Rheum undulatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rheum palmatum',Rheum palmatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rheum officinale',Rheum officinale',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rheum rhabarbarum',Rheum rhabarbarum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Qualea grandiflora',Qualea grandiflora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Erisma,Erisma,-1,-1,-1,-1,-1,-1,-1,-1,-1
Vochysia,Vochysia,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cuphea carthagenensis',Cuphea carthagenensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Punica granatum',Punica granatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lythrum salicaria',Lythrum salicaria',-1,-1,-1,-1,-1,-1,-1,-1,-1
Fuchsia procumbens',Fuchsia procumbens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Chamaenerion angustifolium subsp. angustifolium',Chamaenerion angustifolium subsp. angustifolium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ludwigia adscendens',Ludwigia adscendens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ludwigia decurrens',Ludwigia decurrens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Oenothera biennis',Oenothera biennis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Oenothera macrocarpa',Oenothera macrocarpa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Getonia floribunda',Getonia floribunda',-1,-1,-1,-1,-1,-1,-1,-1,-1
Calopyxis grandidieri',Calopyxis grandidieri',-1,-1,-1,-1,-1,-1,-1,-1,-1
Buchenavia,Buchenavia,-1,-1,-1,-1,-1,-1,-1,-1,-1
Anogeissus,Anogeissus,-1,-1,-1,-1,-1,-1,-1,-1,-1
Combretum indicum',Combretum indicum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Combretum coccineum',Combretum coccineum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Terminalia phillyreifolia',Terminalia phillyreifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Terminalia calamansanay',Terminalia calamansanay',-1,-1,-1,-1,-1,-1,-1,-1,-1
Terminalia tetraphylla',Terminalia tetraphylla',-1,-1,-1,-1,-1,-1,-1,-1,-1
Terminalia catappa',Terminalia catappa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Siphoneugena,Siphoneugena,-1,-1,-1,-1,-1,-1,-1,-1,-1
Pimenta dioica',Pimenta dioica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Campomanesia,Campomanesia,-1,-1,-1,-1,-1,-1,-1,-1,-1
Calyptranthes concinna',Calyptranthes concinna',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psidium cattleyanum var. littorale',Psidium cattleyanum var. littorale',-1,-1,-1,-1,1,-1,-1,-1,-1
Myrtus communis',Myrtus communis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Myrcianthes,Myrcianthes,-1,-1,-1,-1,-1,-1,-1,-1,-1
Corymbia citriodora',Corymbia citriodora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Melaleuca alternifolia',Melaleuca alternifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Melaleuca leucadendra',Melaleuca leucadendra',-1,-1,-1,-1,-1,-1,-1,-1,-1
Myrcia sylvatica',Myrcia sylvatica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Myrcia bracteata',Myrcia bracteata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Myrcia multiflora',Myrcia multiflora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Myrcia fallax',Myrcia fallax',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eucalyptus robusta',Eucalyptus robusta',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eucalyptus deglupta',Eucalyptus deglupta',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eucalyptus saligna',Eucalyptus saligna',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eucalyptus camaldulensis',Eucalyptus camaldulensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Syzygium jambos',Syzygium jambos',-1,-1,-1,-1,-1,-1,-1,-1,-1
Syzygium samarangense',Syzygium samarangense',-1,-1,-1,-1,-1,-1,-1,-1,-1
Syzygium cumini',Syzygium cumini',-1,-1,-1,-1,-1,-1,-1,-1,-1
Syzygium malaccense',Syzygium malaccense',-1,-1,-1,-1,-1,-1,-1,-1,-1
Syzygium aromaticum',Syzygium aromaticum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eugenia lambertiana',Eugenia lambertiana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eugenia egensis',Eugenia egensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eugenia moraviana',Eugenia moraviana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eugenia brasiliensis',Eugenia brasiliensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eugenia oerstediana',Eugenia oerstediana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eugenia nesiotica',Eugenia nesiotica',-1,-1,-1,-1,-1,-1,-1,-1,-1
