TaxID	no rank	superkingdom	kingdom	phylum	class	order	family	genus	subgenus	species	varietas	subspecies	forma
35922			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Atriplex		Atriplex canescens			
16901			Viridiplantae	Streptophyta	Magnoliopsida	Garryales	Garryaceae	Aucuba		Aucuba japonica			
49796			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Baptisia					
49797			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Baptisia		Baptisia tinctoria			
39519			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asparagaceae	Beaucarnea		Beaucarnea recurvata			
3681			Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Begoniaceae	Begonia					
3507			Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Betulaceae	Betula		Betula papyrifera			
216989			Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Betulaceae	Betula		Betula populifolia			
32072			Viridiplantae	Streptophyta	Polypodiopsida	Polypodiales	Blechnaceae	Neoblechnum		Neoblechnum brasiliense			
44987			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Hyacinthaceae	Bowiea		Bowiea volubilis			
3707			Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica		Brassica juncea			
53845			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caesalpinia					
4622			Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Marantaceae	Calathea					
999456			Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Marantaceae	Goeppertia		Goeppertia ornata			
94345			Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Marantaceae	Goeppertia		Goeppertia zebrina			
476944			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia		Miconia hispidula			
4443			Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Theaceae	Camellia		Camellia japonica			
2708174			Viridiplantae	Streptophyta	Magnoliopsida	Poales	Bromeliaceae	Canistrum		Canistrum seidelianum			
65558			Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Capparaceae	Capparis		Capparis spinosa			
12990			Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Betulaceae	Carpinus		Carpinus betulus			
561305			Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Caryota		Caryota urens			
4057			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Catharanthus					
1003630			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Cereus		Cereus peruvianus			
348477			Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Chamaedorea		Chamaedorea metallica			
99037			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Chamaemelum		Chamaemelum nobile			
13422			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Chrysanthemum					
196734			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium		Cirsium pitcheri			
416102	rosids incertae sedis		Viridiplantae	Streptophyta	Magnoliopsida	Vitales	Vitaceae	Cissus		Cissus rotundifolia			
171249			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus		Citrus limonia			
38412			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cladrastis		Cladrastis kentukea			
16049			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Clivia		Clivia miniata			
156476			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Clusiaceae	Clusia		Clusia rosea			
168063			Viridiplantae	Streptophyta	Magnoliopsida	Commelinales	Commelinaceae	Cochliostema		Cochliostema odoratissimum			
82457			Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Cola		Cola nitida			
41228			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Plectranthus		Plectranthus barbatus			
159666			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Coreopsis		Coreopsis lanceolata			
91082			Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Crassulaceae	Crassula		Crassula rupestris			
1977604			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Crotalaria		Crotalaria sagittalis			
140419			Viridiplantae	Streptophyta	Magnoliopsida	Oxalidales	Cunoniaceae	Cunonia		Cunonia capensis			
53051			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Cypripedium		Cypripedium reginae			
3835			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cytisus		Cytisus scoparius			
450024			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia		Dalbergia ecastaphyllum			
248507			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalea		Dalea mollis			
339321			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Rubia		Rubia cordifolia			
932098			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Desmodium		Desmodium canadense			
3271			Viridiplantae	Streptophyta	Polypodiopsida	Cyatheales	Dicksoniaceae	Dicksonia		Dicksonia antarctica			
58033			Viridiplantae	Streptophyta	Cycadopsida	Cycadales	Zamiaceae	Dioon		Dioon edule			
85195			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Dischidia					
2684640			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Dischidia		Dischidia major			
65772			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Hyacinthaceae	Drimia					
3287			Viridiplantae	Streptophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Dryopteris					
2283001			Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Crassulaceae	Echeveria		Echeveria pulvinata	Echeveria pulvinata var. leucotricha		
3300			Viridiplantae	Streptophyta	Cycadopsida	Cycadales	Zamiaceae	Encephalartos		Encephalartos altensteinii			
4639			Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Musaceae	Ensete		Ensete ventricosum			
66172			Viridiplantae	Streptophyta	Gnetopsida	Ephedrales	Ephedraceae	Ephedra		Ephedra viridis			
1195123			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Epiphyllum		Epiphyllum oxypetalum			
90460			Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Eryngium		Eryngium yuccifolium			
1620053			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Erythrina		Erythrina herbacea			
482937			Viridiplantae	Streptophyta	Magnoliopsida	Celastrales	Celastraceae	Euonymus		Euonymus atropurpureus			
65560			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia subgen. Euphorbia	Euphorbia milii	Euphorbia milii var. splendens		
72935			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Euthamia		Euthamia graminifolia			
309271			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Ficus		Ficus benghalensis			
3494			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Ficus		Ficus carica			
1634506			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Ficus		Ficus mexicana			
55182			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Forsythia					
85206			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Onagraceae	Fuchsia		Fuchsia procumbens			
47101			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Galega		Galega officinalis			
157519			Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Gaultheria		Gaultheria procumbens			
49825			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Genista		Genista tinctoria			
1663611			Viridiplantae	Streptophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium		Geranium maculatum			
47080			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycyrrhiza		Glycyrrhiza lepidota			
53883			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Gymnocladus		Gymnocladus dioicus			
63357			Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Hamamelidaceae	Hamamelis		Hamamelis vernalis			
222879			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Pedaliaceae	Harpagophytum		Harpagophytum procumbens			
247089			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asphodelaceae	Haworthia		Haworthia cooperi			
247113			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asphodelaceae	Haworthiopsis		Haworthiopsis reinwardtii			
244030			Viridiplantae	Streptophyta	Magnoliopsida	Poales	Bromeliaceae	Hechtia		Hechtia texensis			
85351			Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Araliaceae	Hedera		Hedera canariensis			
16107			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asphodelaceae	Hemerocallis					
34268			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Hemigraphis					
191925			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Hoffmannseggia		Hoffmannseggia drepanocarpa			
41390			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Holmskioldia		Holmskioldia sanguinea			
1501554			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Huernia		Huernia zebrina			
1827075			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Hydnophytum		Hydnophytum simplex			
556505			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Hylodesmum		Hylodesmum glutinosum			
473045			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum		Hypericum kalmianum			
65561			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum		Hypericum perforatum			
100149			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera		Indigofera suffruticosa			
198826			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Iris		Iris sibirica			
34205			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Iris		Iris germanica			
46961			Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Berberidaceae	Jeffersonia		Jeffersonia diphylla			
669713			Viridiplantae	Streptophyta	Pinopsida	Cupressales	Cupressaceae	Juniperus		Juniperus horizontalis			
466223			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Kummerowia		Kummerowia striata			
154494			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus		Lathyrus latifolius			
466224			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lespedeza		Lespedeza hirta			
99071			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Leucanthemum					
48042			Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Levisticum		Levisticum officinale			
886939			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Liatris		Liatris spicata			
145694			Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Licuala		Licuala grandis			
650306			Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Lithospermum		Lithospermum caroliniense			
76578			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Campanulaceae	Lobelia		Lobelia cardinalis			
4521	Poodae		Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Lolium		Lolium multiflorum			
64118			Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Hamamelidaceae	Loropetalum		Loropetalum chinense			
1159231			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Acmispon		Acmispon argophyllus			
203270			Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis		Berberis aquifolium			
93788			Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Malvaviscus		Malvaviscus arboreus			
3983			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Manihot		Manihot esculenta			
34203			Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Marantaceae	Maranta		Maranta leuconeura			
127986			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Matricaria		Matricaria chamomilla	Matricaria chamomilla var. recutita		
47085			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago		Medicago lupulina			
1799599			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Medinilla		Medinilla magnifica			
164405			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Melaleuca		Melaleuca alternifolia			
47083			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Melilotus		Melilotus officinalis			
39338			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Melissa		Melissa officinalis			
34256			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Mentha		Mentha x piperita			
253756			Viridiplantae	Streptophyta	Polypodiopsida	Polypodiales	Polypodiaceae	Microgramma		Microgramma lycopodioides			
187368			Viridiplantae	Streptophyta	Polypodiopsida	Polypodiales	Polypodiaceae	Microsorum		Microsorum musifolium			
21013			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Mimosa					
182387			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Monarda		Monarda punctata			
119823			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Monolena					
174217			Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Monstera		Monstera deliciosa			
983931			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Praecereus		Praecereus saxicola			
157652			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Mucuna		Mucuna pruriens			
1155552			Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Myricaceae	Morella		Morella pensylvanica			
119949	ungrouped Myrteae 1		Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrtus		Myrtus communis			
41776			Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Berberidaceae	Nandina		Nandina domestica			
13169			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Nematanthus					
128655			Viridiplantae	Streptophyta	Magnoliopsida	Laurales	Lauraceae	Neolitsea		Neolitsea sericea			
939152			Viridiplantae	Streptophyta	Magnoliopsida	Poales	Bromeliaceae	Neoregelia		Neoregelia carolinae			
39348			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta		Nepeta x faassenii			
196673			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Neptunia		Neptunia lutea			
4097			Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana		Nicotiana tabacum			
1001077			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Parodia					
113248			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Ochnaceae	Ochna		Ochna multiflora			
141591			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Ochrosia		Ochrosia elliptica			
3942			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Onagraceae	Oenothera		Oenothera biennis			
393608			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Opuntia		Opuntia streptacantha			
93977			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Osmanthus		Osmanthus fragrans			
519208			Viridiplantae	Streptophyta	Magnoliopsida	Oxalidales	Oxalidaceae	Oxalis		Oxalis triangularis			
1055845			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Pachypodium		Pachypodium horombense			
1055859			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Pachypodium		Pachypodium succulentum			
76374			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Pachystachys		Pachystachys lutea			
13625			Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Paeoniaceae	Paeonia					
248525			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Parryella		Parryella filifolia			
159425			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora incarnata			
4030			Viridiplantae	Streptophyta	Magnoliopsida	Geraniales	Geraniaceae	Pelargonium					
265143			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Penstemon		Penstemon hirsutus			
25384			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Pentas					
69414			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia		Peperomia obtusifolia			
307724			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Pereskia		Pereskia grandifolia			
278673			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Petasites		Petasites hybridus			
103537			Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Phlox		Phlox paniculata			
42345			Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Phoenix		Phoenix dactylifera			
51475			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asphodelaceae	Phormium		Phormium tenax			
3015646			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Verbenaceae	Phyla		Phyla scaberrima			
519515			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Pithecellobium		Pithecellobium unguis-cati			
2485371			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Plectranthus		Plectranthus bipinnatus			
58043			Viridiplantae	Streptophyta	Pinopsida	Araucariales	Podocarpaceae	Podocarpus		Podocarpus macrophyllus			
35933			Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Berberidaceae	Podophyllum		Podophyllum peltatum			
424520			Viridiplantae	Streptophyta	Polypodiopsida	Polypodiales	Polypodiaceae	Campyloneurum		Campyloneurum phyllitidis			
57926	Potentilleae incertae sedis		Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Argentina		Argentina anserina			
379279			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus		Prunus africana			
3240			Viridiplantae	Streptophyta	Polypodiopsida	Psilotales	Psilotaceae	Psilotum		Psilotum nudum			
248539			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Psorothamnus		Psorothamnus spinosus			
210336			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Ptelea		Ptelea trifoliata			
751853			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Pycnanthemum		Pycnanthemum tenuifolium			
392642			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Pycnanthemum		Pycnanthemum virginianum			
58331			Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus		Quercus suber			
398295			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Rhaphiolepis		Rhaphiolepis umbellata			
52294			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Ratibida		Ratibida pinnata			
428268			Viridiplantae	Streptophyta	Magnoliopsida	Commelinales	Commelinaceae	Tradescantia		Tradescantia spathacea			
289751			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Rhus		Rhus aromatica			
32258			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Rhus		Rhus copallinum			
2602419			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	x Rhyncholaeliocattleya					
3988			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Ricinus		Ricinus communis			
98745			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Robinia		Robinia hispida			
168547			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Robinia		Robinia viscosa			
100496			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asparagaceae	Rohdea		Rohdea japonica			
74638	Rosoideae incertae sedis		Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Rosa		Rosa carolina			
54240			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Rotheca		Rotheca myricoides			
242528			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex subgen. Acetosa	Rumex scutatus			
392646	Salvia incertae sedis		Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia		Salvia apiana			
49215	Salvia incertae sedis		Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia		Salvia nemorosa			
49220	Salvia incertae sedis		Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia		Salvia verticillata			
137456			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Sanguisorba		Sanguisorba minor			
13668			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asparagaceae	Sansevieria		Sansevieria cylindrica			
3572			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Saponaria		Saponaria officinalis			
153581			Viridiplantae	Streptophyta	Magnoliopsida	Buxales	Buxaceae	Sarcococca		Sarcococca ruscifolia			
49988			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Satureja		Satureja montana			
182070			Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Saxifragaceae	Saxifraga		Saxifraga stolonifera			
79855	Andropogonodae		Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Schizachyrium		Schizachyrium scoparium			
238833			Viridiplantae	Streptophyta	Magnoliopsida	Poales	Cyperaceae	Schoenoplectus		Schoenoplectus pungens			
81964			Viridiplantae	Streptophyta	Lycopodiopsida	Selaginellales	Selaginellaceae	Selaginella		Selaginella kraussiana			
18794			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Senecio					
199151			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Senegalia		Senegalia roemeriana			
1582321			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Senna		Senna hebecarpa			
99814			Viridiplantae	Streptophyta	Pinopsida	Cupressales	Cupressaceae	Sequoiadendron		Sequoiadendron giganteum			
54755			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Sesbania		Sesbania emerus			
168083			Viridiplantae	Streptophyta	Magnoliopsida	Commelinales	Commelinaceae	Siderasis		Siderasis fuscata			
121900			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Silphium		Silphium terebinthinaceum			
92921			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Silybum		Silybum marianum			
3897			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Styphnolobium		Styphnolobium japonicum			
1826628			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Squamellaria		Squamellaria kajewskii			
1128766			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Stapelia		Stapelia gigantea			
52854			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Stapelia					
2163920			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Marsdenia		Marsdenia floribunda			
13695			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Stokesia					
4665			Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Strelitziaceae	Strelitzia					
90593			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Strophostyles		Strophostyles helvola			
167711			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Stylosanthes		Stylosanthes biflora			
556906			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Symphyotrichum		Symphyotrichum dumosum			
278672			Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Symphytum		Symphytum officinale			
3743			Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Sapotaceae	Synsepalum		Synsepalum dulcificum			
127999			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum		Tanacetum parthenium			
1089629			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Tephrosia		Tephrosia virginiana			
992795			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Tetradenia		Tetradenia riparia			
2065961			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Tetraneuris		Tetraneuris herbacea			
53178			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium		Teucrium scorodonia			
46970			Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Thalictrum		Thalictrum dioicum			
183296			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Thermopsis		Thermopsis montana			
3317			Viridiplantae	Streptophyta	Pinopsida	Cupressales	Cupressaceae	Thuja		Thuja occidentalis			
504044			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Thunbergia		Thunbergia battiscombei			
139222			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Thunbergia		Thunbergia mysorensis			
347388			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus		Thymus praecox			
14027			Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Trachycarpus		Trachycarpus fortunei			
4741			Viridiplantae	Streptophyta	Magnoliopsida	Commelinales	Commelinaceae	Tradescantia					
59015			Viridiplantae	Streptophyta	Magnoliopsida	Commelinales	Commelinaceae	Tradescantia		Tradescantia pallida			
3899			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium		Trifolium repens			
472369			Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium		Vaccinium angustifolium			
13750			Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium		Vaccinium macrocarpon			
19953			Viridiplantae	Streptophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Valeriana		Valeriana officinalis			
51239			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Vanilla		Vanilla planifolia			
28516			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Verbenaceae	Verbena		Verbena bonariensis			
39388			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Verbascum		Verbascum thapsus			
165346			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronicastrum		Veronicastrum virginicum			
54477			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Vitex		Vitex agnus-castus			
3377			Viridiplantae	Streptophyta	Gnetopsida	Welwitschiales	Welwitschiaceae	Welwitschia		Welwitschia mirabilis			
2704054			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Cleistocactus		Cleistocactus winteri			
47096			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Wisteria		Wisteria frutescens			
56998			Viridiplantae	Streptophyta	Pinopsida	Araucariales	Araucariaceae	Wollemia		Wollemia nobilis			
3304			Viridiplantae	Streptophyta	Cycadopsida	Cycadales	Zamiaceae	Zamia		Zamia pumila			
